,order_id,product_id,unit_price,quantity,discount
973,10616,70,,15,
974,10616,71,21.5,15,
975,10617,59,,30,
976,10618,6,,70,0.0
977,10618,56,,20,0.0
978,10618,68,12.5,15,0.0
979,10619,21,,42,0.0
980,10619,22,,40,0.0
981,10620,24,4.5,5,0.0
982,10620,52,,5,0.0
983,10621,19,9.2,5,0.0
984,10621,23,,10,0.0
985,10621,70,,20,0.0
986,10621,71,21.5,15,0.0
987,10622,2,,20,0.0
988,10622,68,12.5,18,
989,10623,14,,21,0.0
990,10623,19,9.2,15,
991,10623,21,,25,
992,10623,24,4.5,3,0.0
993,10623,35,,30,
994,10624,28,,10,0.0
995,10624,29,,6,0.0
996,10624,44,,10,0.0
997,10625,14,,3,0.0
998,10625,42,,5,0.0
999,10625,60,,10,0.0
1000,10626,53,,12,0.0
1001,10626,60,,20,0.0
1002,10626,71,21.5,20,0.0
1003,10627,62,,15,0.0
1004,10627,73,,35,
1005,10628,1,,25,0.0
1006,10629,29,,20,0.0
1007,10629,64,,9,0.0
1008,10630,55,,12,
1009,10630,76,,35,0.0
1010,10631,75,,8,
1011,10632,2,,30,
1012,10632,33,2.5,20,
1013,10633,12,,36,
1014,10633,13,,13,
1015,10633,26,,35,
1016,10633,62,,80,
1017,10634,7,,35,0.0
1018,10634,18,,50,0.0
1019,10634,51,,15,0.0
1020,10634,75,,2,0.0
1021,10635,4,,10,
1022,10635,5,,15,
1023,10635,22,,40,0.0
1024,10636,4,,25,0.0
1025,10636,58,,6,0.0
1026,10637,11,,10,0.0
1027,10637,50,,25,
1028,10637,56,,60,
1029,10638,45,9.5,20,0.0
1030,10638,65,21.05,21,0.0
1031,10638,72,,60,0.0
1032,10639,18,,8,0.0
1033,10640,69,,20,
1034,10640,70,,15,
1035,10641,2,,50,0.0
1036,10641,40,18.4,60,0.0
1037,10642,21,,30,
1038,10642,61,28.5,20,
1039,10643,28,,15,
1040,10643,39,,21,
1041,10643,46,,2,
1042,10644,18,,4,
1043,10644,43,,20,0.0
1044,10644,46,,21,
1045,10645,18,,20,0.0
1046,10645,36,,15,0.0
1047,10646,1,,15,
1048,10646,10,,18,
1049,10646,71,21.5,30,
1050,10646,77,,35,
1051,10647,19,9.2,30,0.0
1052,10647,39,,20,0.0
1053,10648,22,,15,0.0
1054,10648,24,4.5,15,
1055,10649,28,,20,0.0
1056,10649,72,,15,0.0
1057,10650,30,,30,0.0
1058,10650,53,,25,
1059,10650,54,,30,0.0
1060,10651,19,9.2,12,
1061,10651,22,,20,
1062,10652,30,,2,
1063,10652,42,,20,0.0
1064,10653,16,,30,
1065,10653,60,,20,
1066,10654,4,,12,
1067,10654,39,,20,
1068,10654,54,,6,
1069,10655,41,,20,
1070,10656,14,,3,
1071,10656,44,,28,
1072,10656,47,9.5,6,
1073,10657,15,15.5,50,0.0
1074,10657,41,,24,0.0
1075,10657,46,,45,0.0
1076,10657,47,9.5,10,0.0
1077,10657,56,,45,0.0
1078,10657,60,,30,0.0
1079,10658,21,,60,0.0
1080,10658,40,18.4,70,
1081,10658,60,,55,
1082,10658,77,,70,
1083,10659,31,12.5,20,
1084,10659,40,18.4,24,
1085,10659,70,,40,
1086,10660,20,,21,0.0
1087,10661,39,,3,
1088,10661,58,,49,
1089,10662,68,12.5,10,0.0
1090,10663,40,18.4,30,
1091,10663,42,,30,
1092,10663,51,,20,
1093,10664,10,,24,
1094,10664,56,,12,
1095,10664,65,21.05,15,
1096,10665,51,,20,0.0
1097,10665,59,,1,0.0
1098,10665,76,,10,0.0
1099,10666,29,,36,0.0
1100,10666,65,21.05,10,0.0
1101,10667,69,,45,
1102,10667,71,21.5,14,
1103,10668,31,12.5,8,
1104,10668,55,,4,
1105,10668,64,,15,
1106,10669,36,,30,0.0
1107,10670,23,,32,0.0
1108,10670,46,,60,0.0
1109,10670,67,,25,0.0
1110,10670,73,,50,0.0
1111,10670,75,,25,0.0
1112,10671,16,,10,0.0
1113,10671,62,,10,0.0
1114,10671,65,21.05,12,0.0
1115,10672,38,,15,
1116,10672,71,21.5,12,0.0
1117,10673,16,,3,0.0
1118,10673,42,,6,0.0
1119,10673,43,,6,0.0
1120,10674,23,,5,0.0
1121,10675,14,,30,0.0
1122,10675,53,,10,0.0
1123,10675,58,,30,0.0
1124,10676,10,,2,0.0
1125,10676,19,9.2,7,0.0
1126,10676,44,,21,0.0
1127,10677,26,,30,
1128,10677,33,2.5,8,
1129,10678,12,,100,0.0
1130,10678,33,2.5,30,0.0
1131,10678,41,,120,0.0
1132,10678,54,,30,0.0
1133,10679,59,,12,0.0
1134,10680,16,,50,
1135,10680,31,12.5,20,
1136,10680,42,,40,
1137,10681,19,9.2,30,
1138,10681,21,,12,
1139,10681,64,,28,0.0
1140,10682,33,2.5,30,0.0
1141,10682,66,,4,0.0
1142,10682,75,,30,0.0
1143,10683,52,,9,0.0
1144,10684,40,18.4,20,0.0
1145,10684,47,9.5,40,0.0
1146,10684,60,,30,0.0
1147,10685,10,,20,0.0
1148,10685,41,,4,0.0
1149,10685,47,9.5,15,0.0
1150,10686,17,,30,
1151,10686,26,,15,0.0
1152,10687,9,,50,
1153,10687,29,,10,0.0
1154,10687,36,,6,
1155,10688,10,,18,
1156,10688,28,,60,
1157,10688,34,,14,0.0
1158,10689,1,,35,
1159,10690,56,,20,
1160,10690,77,,30,
1161,10691,1,,30,0.0
1162,10691,29,,40,0.0
1163,10691,43,,40,0.0
1164,10691,44,,24,0.0
1165,10691,62,,48,0.0
1166,10692,63,,20,0.0
1167,10693,9,,6,0.0
1168,10693,54,,60,
1169,10693,69,,30,
1170,10693,73,,15,
1171,10694,7,,90,0.0
1172,10694,59,,25,0.0
1173,10694,70,,50,0.0
1174,10695,8,,10,0.0
1175,10695,12,,4,0.0
1176,10695,24,4.5,20,0.0
1177,10696,17,,20,0.0
1178,10696,46,,18,0.0
1179,10697,19,9.2,7,
1180,10697,35,,9,
1181,10697,58,,30,
1182,10697,70,,30,
1183,10698,11,,15,0.0
1184,10698,17,,8,
1185,10698,29,,12,
1186,10698,65,21.05,65,
1187,10698,70,,8,
1188,10699,47,9.5,12,0.0
1189,10700,1,,5,
1190,10700,34,,12,
1191,10700,68,12.5,40,
1192,10700,71,21.5,60,
1193,10701,59,,42,
1194,10701,71,21.5,20,
1195,10701,76,,35,
1196,10702,3,,6,0.0
1197,10702,76,,15,0.0
1198,10703,2,,5,0.0
1199,10703,59,,35,0.0
1200,10703,73,,35,0.0
1201,10704,4,,6,0.0
1202,10704,24,4.5,35,0.0
1203,10704,48,,24,0.0
1204,10705,31,12.5,20,0.0
1205,10705,32,,4,0.0
1206,10706,16,,20,0.0
1207,10706,43,,24,0.0
1208,10706,59,,8,0.0
1209,10707,55,,21,0.0
1210,10707,57,19.5,40,0.0
1211,10707,70,,28,
1212,10708,5,,4,0.0
1213,10708,36,,5,0.0
1214,10709,8,,40,0.0
1215,10709,51,,28,0.0
1216,10709,60,,10,0.0
1217,10710,19,9.2,5,0.0
1218,10710,47,9.5,5,0.0
1219,10711,19,9.2,12,0.0
1220,10711,41,,42,0.0
1221,10711,53,,120,0.0
1222,10712,53,,3,
1223,10712,56,,30,0.0
1224,10713,10,,18,0.0
1225,10713,26,,30,0.0
1226,10713,45,9.5,110,0.0
1227,10713,46,,24,0.0
1228,10714,2,,30,
1229,10714,17,,27,
1230,10714,47,9.5,50,
1231,10714,56,,18,
1232,10714,58,,12,
1233,10715,10,,21,0.0
1234,10715,71,21.5,30,0.0
1235,10716,21,,5,0.0
1236,10716,51,,7,0.0
1237,10716,61,28.5,10,0.0
1238,10717,21,,32,
1239,10717,54,,15,0.0
1240,10717,69,,25,
1241,10718,12,,36,0.0
1242,10718,16,,20,0.0
1243,10718,36,,40,0.0
1244,10718,62,,20,0.0
1245,10719,18,,12,
1246,10719,30,,3,
1247,10719,54,,40,
1248,10720,35,,21,0.0
1249,10720,71,21.5,8,0.0
1250,10721,44,,50,
1251,10722,2,,3,0.0
1252,10722,31,12.5,50,0.0
1253,10722,68,12.5,45,0.0
1254,10722,75,,42,0.0
1255,10723,26,,15,0.0
1256,10724,10,,16,0.0
1257,10724,61,28.5,5,0.0
1258,10725,41,,12,0.0
1259,10725,52,,4,0.0
1260,10725,55,,6,0.0
1261,10726,4,,25,0.0
1262,10726,11,,5,0.0
1263,10727,17,,20,
1264,10727,56,,10,
1265,10727,59,,10,
1266,10728,30,,15,0.0
1267,10728,40,18.4,6,0.0
1268,10728,55,,12,0.0
1269,10728,60,,15,0.0
1270,10729,1,,50,0.0
1271,10729,21,,30,0.0
1272,10729,50,,40,0.0
1273,10730,16,,15,
1274,10730,31,12.5,3,
1275,10730,65,21.05,10,
1276,10731,21,,40,
1277,10731,51,,30,
1278,10732,76,,20,0.0
1279,10733,14,,16,0.0
1280,10733,28,,20,0.0
1281,10733,52,,25,0.0
1282,10734,6,,30,0.0
1283,10734,30,,15,0.0
1284,10734,76,,20,0.0
1285,10735,61,28.5,20,
1286,10735,77,,2,
1287,10736,65,21.05,40,0.0
1288,10736,75,,20,0.0
1289,10737,13,,4,0.0
1290,10737,41,,12,0.0
1291,10738,16,,3,0.0
1292,10739,36,,6,0.0
1293,10739,52,,18,0.0
1294,10740,28,,5,
1295,10740,35,,35,
1296,10740,45,9.5,40,
1297,10740,56,,14,
1298,10741,2,,15,
1299,10742,3,,20,0.0
1300,10742,60,,50,0.0
1301,10742,72,,35,0.0
1302,10743,46,,28,
1303,10744,40,18.4,50,
1304,10745,18,,24,0.0
1305,10745,44,,16,0.0
1306,10745,59,,45,0.0
1307,10745,72,,7,0.0
1308,10746,13,,6,0.0
1309,10746,42,,28,0.0
1310,10746,62,,9,0.0
1311,10746,69,,40,0.0
1312,10747,31,12.5,8,0.0
1313,10747,41,,35,0.0
1314,10747,63,,9,0.0
1315,10747,69,,30,0.0
1316,10748,23,,44,0.0
1317,10748,40,18.4,40,0.0
1318,10748,56,,28,0.0
1319,10749,56,,15,0.0
1320,10749,59,,6,0.0
1321,10749,76,,10,0.0
1322,10750,14,,5,
1323,10750,45,9.5,40,
1324,10750,59,,25,
1325,10751,26,,12,
1326,10751,30,,30,0.0
1327,10751,50,,20,
1328,10751,73,,15,0.0
1329,10752,1,,8,0.0
1330,10752,69,,3,0.0
1331,10753,45,9.5,4,0.0
1332,10753,74,,5,0.0
1333,10754,40,18.4,3,0.0
1334,10755,47,9.5,30,
1335,10755,56,,30,
1336,10755,57,19.5,14,
1337,10755,69,,25,
1338,10756,18,,21,
1339,10756,36,,20,
1340,10756,68,12.5,6,
1341,10756,69,,20,
1342,10757,34,,30,0.0
1343,10757,59,,7,0.0
1344,10757,62,,30,0.0
1345,10757,64,,24,0.0
1346,10758,26,,20,0.0
1347,10758,52,,60,0.0
1348,10758,70,,40,0.0
1349,10759,32,,10,0.0
1350,10760,25,,12,
1351,10760,27,,40,0.0
1352,10760,43,,30,
1353,10761,25,,35,
1354,10761,75,,18,0.0
1355,10762,39,,16,0.0
1356,10762,47,9.5,30,0.0
1357,10762,51,,28,0.0
1358,10762,56,,60,0.0
1359,10763,21,,40,0.0
1360,10763,22,,6,0.0
1361,10763,24,4.5,20,0.0
1362,10764,3,,20,
1363,10764,39,,130,
1364,10765,65,21.05,80,
1365,10766,2,,40,0.0
1366,10766,7,,35,0.0
1367,10766,68,12.5,40,0.0
1368,10767,42,,2,0.0
1369,10768,22,,4,0.0
1370,10768,31,12.5,50,0.0
1371,10768,60,,15,0.0
1372,10768,71,21.5,12,0.0
1373,10769,41,,30,
1374,10769,52,,15,
1375,10769,61,28.5,20,0.0
1376,10769,62,,15,0.0
1377,10770,11,,15,
1378,10771,71,21.5,16,0.0
1379,10772,29,,18,0.0
1380,10772,59,,25,0.0
1381,10773,17,,33,0.0
1382,10773,31,12.5,70,
1383,10773,75,,7,
1384,10774,31,12.5,2,
1385,10774,66,,50,0.0
1386,10775,10,,6,0.0
1387,10775,67,,3,0.0
1388,10776,31,12.5,16,
1389,10776,42,,12,
1390,10776,45,9.5,27,
1391,10776,51,,120,
1392,10777,42,,20,
1393,10778,41,,10,0.0
1394,10779,16,,20,0.0
1395,10779,62,,20,0.0
1396,10780,70,,35,0.0
1397,10780,77,,15,0.0
1398,10781,54,,3,
1399,10781,56,,20,
1400,10781,74,,35,0.0
1401,10782,31,12.5,1,0.0
1402,10783,31,12.5,10,0.0
1403,10783,38,,5,0.0
1404,10784,36,,30,0.0
1405,10784,39,,2,
1406,10784,72,,30,
1407,10785,10,,10,0.0
1408,10785,75,,10,0.0
1409,10786,8,,30,
1410,10786,30,,15,
1411,10786,75,,42,
1412,10787,2,,15,
1413,10787,29,,20,
1414,10788,19,9.2,50,
1415,10788,75,,40,
1416,10789,18,,30,0.0
1417,10789,35,,15,0.0
1418,10789,63,,30,0.0
1419,10789,68,12.5,18,0.0
1420,10790,7,,3,
1421,10790,56,,20,
1422,10791,29,,14,
1423,10791,41,,20,
1424,10792,2,,10,0.0
1425,10792,54,,3,0.0
1426,10792,68,12.5,15,0.0
1427,10793,41,,14,0.0
1428,10793,52,,8,0.0
1429,10794,14,,15,
1430,10794,54,,6,
1431,10795,16,,65,0.0
1432,10795,17,,35,
1433,10796,26,,21,
1434,10796,44,,10,0.0
1435,10796,64,,35,
1436,10796,69,,24,
1437,10797,11,,20,0.0
1438,10798,62,,2,0.0
1439,10798,72,,10,0.0
1440,10799,13,,20,
1441,10799,24,4.5,20,
1442,10799,59,,25,0.0
1443,10800,11,,50,
1444,10800,51,,10,
1445,10800,54,,7,
1446,10801,17,,40,
1447,10801,29,,20,
1448,10802,30,,25,
1449,10802,51,,30,
1450,10802,55,,60,
1451,10802,62,,5,
1452,10803,19,9.2,24,
1453,10803,25,,15,
1454,10803,59,,15,
1455,10804,10,,36,0.0
1456,10804,28,,24,0.0
1457,10804,49,,4,
1458,10805,34,,10,0.0
1459,10805,38,,10,0.0
1460,10806,2,,20,
1461,10806,65,21.05,2,0.0
1462,10806,74,,15,
1463,10807,40,18.4,1,0.0
1464,10808,56,,20,
1465,10808,76,,50,
1466,10809,52,,20,0.0
1467,10810,13,,7,0.0
1468,10810,25,,5,0.0
1469,10810,70,,5,0.0
1470,10811,19,9.2,15,0.0
1471,10811,23,,18,0.0
1472,10811,40,18.4,30,0.0
1473,10812,31,12.5,16,
1474,10812,72,,40,
1475,10812,77,,20,0.0
1476,10813,2,,12,
1477,10813,46,,35,0.0
1478,10814,41,,20,0.0
1479,10814,43,,20,
1480,10814,48,,8,
1481,10814,61,28.5,30,
1482,10815,33,2.5,16,0.0
1483,10816,38,,30,
1484,10816,62,,20,
1485,10817,26,,40,
1486,10817,38,,30,0.0
1487,10817,40,18.4,60,
1488,10817,62,,25,
1489,10818,32,,20,0.0
1490,10818,41,,20,0.0
1491,10819,43,,7,0.0
1492,10819,75,,20,0.0
1493,10820,56,,30,0.0
1494,10821,35,,20,0.0
1495,10821,51,,6,0.0
1496,10822,62,,3,0.0
1497,10822,70,,6,0.0
1498,10823,11,,20,
1499,10823,57,19.5,15,0.0
1500,10823,59,,40,
1501,10823,77,,15,
1502,10824,41,,12,0.0
1503,10824,70,,9,0.0
1504,10825,26,,12,0.0
1505,10825,53,,20,0.0
1506,10826,31,12.5,35,0.0
1507,10826,57,19.5,15,0.0
1508,10827,10,,15,0.0
1509,10827,39,,21,0.0
1510,10828,20,,5,0.0
1511,10828,38,,2,0.0
1512,10829,2,,10,0.0
1513,10829,8,,20,0.0
1514,10829,13,,10,0.0
1515,10829,60,,21,0.0
1516,10830,6,,6,0.0
1517,10830,39,,28,0.0
1518,10830,60,,30,0.0
1519,10830,68,12.5,24,0.0
1520,10831,19,9.2,2,0.0
1521,10831,35,,8,0.0
1522,10831,38,,8,0.0
1523,10831,43,,9,0.0
1524,10832,13,,3,
1525,10832,25,,10,
1526,10832,44,,16,
1527,10832,64,,3,0.0
1528,10833,7,,20,
1529,10833,31,12.5,9,
1530,10833,53,,9,
1531,10834,29,,8,
1532,10834,30,,20,
1533,10835,59,,15,0.0
1534,10835,77,,2,
1535,10836,22,,52,0.0
1536,10836,35,,6,0.0
1537,10836,57,19.5,24,0.0
1538,10836,60,,60,0.0
1539,10836,64,,30,0.0
1540,10837,13,,6,0.0
1541,10837,40,18.4,25,0.0
1542,10837,47,9.5,40,
1543,10837,76,,21,
1544,10838,1,,4,
1545,10838,18,,25,
1546,10838,36,,50,
1547,10839,58,,30,
1548,10839,72,,15,
1549,10840,25,,6,
1550,10840,39,,10,
1551,10841,10,,16,0.0
1552,10841,56,,30,0.0
1553,10841,59,,50,0.0
1554,10841,77,,15,0.0
1555,10842,11,,15,0.0
1556,10842,43,,5,0.0
1557,10842,68,12.5,20,0.0
1558,10842,70,,12,0.0
1559,10843,51,,4,
1560,10844,22,,35,0.0
1561,10845,23,,70,
1562,10845,35,,25,
1563,10845,42,,42,
1564,10845,58,,60,
1565,10845,64,,48,0.0
1566,10846,4,,21,0.0
1567,10846,70,,30,0.0
1568,10846,74,,20,0.0
1569,10847,1,,80,
1570,10847,19,9.2,12,
1571,10847,37,,60,
1572,10847,45,9.5,36,
1573,10847,60,,45,
1574,10847,71,21.5,55,
1575,10848,5,,30,0.0
1576,10848,9,,3,0.0
1577,10849,3,,49,0.0
1578,10849,26,,18,
1579,10850,25,,20,
1580,10850,33,2.5,4,
1581,10850,70,,30,
1582,10851,2,,5,
1583,10851,25,,10,
1584,10851,57,19.5,10,
1585,10851,59,,42,
1586,10852,2,,15,0.0
1587,10852,17,,6,0.0
1588,10852,62,,50,0.0
1589,10853,18,,10,0.0
1590,10854,10,,100,
1591,10854,13,,65,
1592,10855,16,,50,0.0
1593,10855,31,12.5,14,0.0
1594,10855,56,,24,0.0
1595,10855,65,21.05,15,
1596,10856,2,,20,0.0
1597,10856,42,,20,0.0
1598,10857,3,,30,0.0
1599,10857,26,,35,
1600,10857,29,,10,
1601,10858,7,,5,0.0
1602,10858,27,,10,0.0
1603,10858,70,,4,0.0
1604,10859,24,4.5,40,
1605,10859,54,,35,
1606,10859,64,,30,
1607,10860,51,,3,0.0
1608,10860,76,,20,0.0
1609,10861,17,,42,0.0
1610,10861,18,,20,0.0
1611,10861,21,,40,0.0
1612,10861,33,2.5,35,0.0
1613,10861,62,,3,0.0
1614,10862,11,,25,0.0
1615,10862,52,,8,0.0
1616,10863,1,,20,
1617,10863,58,,12,
1618,10864,35,,4,0.0
1619,10864,67,,15,0.0
1620,10865,38,,60,
1621,10865,39,,80,
1622,10866,2,,21,
1623,10866,24,4.5,6,
1624,10866,30,,40,
1625,10867,53,,3,0.0
1626,10868,26,,20,0.0
1627,10868,35,,30,0.0
1628,10868,49,,42,
1629,10869,1,,40,0.0
1630,10869,11,,10,0.0
1631,10869,23,,50,0.0
1632,10869,68,12.5,20,0.0
1633,10870,35,,3,0.0
1634,10870,51,,2,0.0
1635,10871,6,,50,
1636,10871,16,,12,
1637,10871,17,,16,
1638,10872,55,,10,
1639,10872,62,,20,
1640,10872,64,,15,
1641,10872,65,21.05,21,
1642,10873,21,,20,0.0
1643,10873,28,,3,0.0
1644,10874,10,,10,0.0
1645,10875,19,9.2,25,0.0
1646,10875,47,9.5,21,
1647,10875,49,,15,0.0
1648,10876,46,,21,0.0
1649,10876,64,,20,0.0
1650,10877,16,,30,
1651,10877,18,,25,0.0
1652,10878,20,,20,
1653,10879,40,18.4,12,0.0
1654,10879,65,21.05,10,0.0
1655,10879,76,,10,0.0
1656,10880,23,,30,
1657,10880,61,28.5,30,
1658,10880,70,,50,
1659,10881,73,,10,0.0
1660,10882,42,,25,0.0
1661,10882,49,,20,
1662,10882,54,,32,
1663,10883,24,4.5,8,0.0
1664,10884,21,,40,
1665,10884,56,,21,
1666,10884,65,21.05,12,
1667,10885,2,,20,0.0
1668,10885,24,4.5,12,0.0
1669,10885,70,,30,0.0
1670,10885,77,,25,0.0
1671,10886,10,,70,0.0
1672,10886,31,12.5,35,0.0
1673,10886,77,,40,0.0
1674,10887,25,,5,0.0
1675,10888,2,,20,0.0
1676,10888,68,12.5,18,0.0
1677,10889,11,,40,0.0
1678,10889,38,,40,0.0
1679,10890,17,,15,0.0
1680,10890,34,,10,0.0
1681,10890,41,,14,0.0
1682,10891,30,,15,
1683,10892,59,,40,
1684,10893,8,,30,0.0
1685,10893,24,4.5,10,0.0
1686,10893,29,,24,0.0
1687,10893,30,,35,0.0
1688,10893,36,,20,0.0
1689,10894,13,,28,
1690,10894,69,,50,
1691,10894,75,,120,
1692,10895,24,4.5,110,0.0
1693,10895,39,,45,0.0
1694,10895,40,18.4,91,0.0
1695,10895,60,,100,0.0
1696,10896,45,9.5,15,0.0
1697,10896,56,,16,0.0
1698,10897,29,,80,0.0
1699,10897,30,,36,0.0
1700,10898,13,,5,0.0
1701,10899,39,,8,
1702,10900,70,,3,
1703,10901,41,,30,0.0
1704,10901,71,21.5,30,0.0
1705,10902,55,,30,
1706,10902,62,,6,
1707,10903,13,,40,0.0
1708,10903,65,21.05,21,0.0
1709,10903,68,12.5,20,0.0
1710,10904,58,,15,0.0
1711,10904,62,,35,0.0
1712,10905,1,,20,
1713,10906,61,28.5,15,0.0
1714,10907,75,,14,0.0
1715,10908,7,,20,
1716,10908,52,,14,
1717,10909,7,,12,0.0
1718,10909,16,,15,0.0
1719,10909,41,,5,0.0
1720,10910,19,9.2,12,0.0
1721,10910,49,,10,0.0
1722,10910,61,28.5,5,0.0
1723,10911,1,,10,0.0
1724,10911,17,,12,0.0
1725,10911,67,,15,0.0
1726,10912,11,,40,
1727,10912,29,,60,
1728,10913,4,,30,
1729,10913,33,2.5,40,
1730,10913,58,,15,0.0
1731,10914,71,21.5,25,0.0
1732,10915,17,,10,0.0
1733,10915,33,2.5,30,0.0
1734,10915,54,,10,0.0
1735,10916,16,,6,0.0
1736,10916,32,,6,0.0
1737,10916,57,19.5,20,0.0
1738,10917,30,,1,0.0
1739,10917,60,,10,0.0
1740,10918,1,,60,
1741,10918,60,,25,
1742,10919,16,,24,0.0
1743,10919,25,,24,0.0
1744,10919,40,18.4,20,0.0
1745,10920,50,,24,0.0
1746,10921,35,,10,0.0
1747,10921,63,,40,0.0
1748,10922,17,,15,0.0
1749,10922,24,4.5,35,0.0
1750,10923,42,,10,
1751,10923,43,,10,
1752,10923,67,,24,
1753,10924,10,,20,
1754,10924,28,,30,
1755,10924,75,,6,0.0
1756,10925,36,,25,
1757,10925,52,,12,
1758,10926,11,,2,0.0
1759,10926,13,,10,0.0
1760,10926,19,9.2,7,0.0
1761,10926,72,,10,0.0
1762,10927,20,,5,0.0
1763,10927,52,,5,0.0
1764,10927,76,,20,0.0
1765,10928,47,9.5,5,0.0
1766,10928,76,,5,0.0
1767,10929,21,,60,0.0
1768,10929,75,,49,0.0
1769,10929,77,,15,0.0
1770,10930,21,,36,0.0
1771,10930,27,,25,0.0
1772,10930,55,,25,
1773,10930,58,,30,
1774,10931,13,,42,
1775,10931,57,19.5,30,0.0
1776,10932,16,,30,
1777,10932,62,,14,
1778,10932,72,,16,0.0
1779,10932,75,,20,
1780,10933,53,,2,0.0
1781,10933,61,28.5,30,0.0
1782,10934,6,,20,0.0
1783,10935,1,,21,0.0
1784,10935,18,,4,
1785,10935,23,,8,
1786,10936,36,,30,
1787,10937,28,,8,0.0
1788,10937,34,,20,0.0
1789,10938,13,,20,
1790,10938,43,,24,
1791,10938,60,,49,
1792,10938,71,21.5,35,
1793,10939,2,,10,
1794,10939,67,,40,
1795,10940,7,,8,0.0
1796,10940,13,,20,0.0
1797,10941,31,12.5,44,
1798,10941,62,,30,
1799,10941,68,12.5,80,
1800,10941,72,,50,0.0
1801,10942,49,,28,0.0
1802,10943,13,,15,0.0
1803,10943,22,,21,0.0
1804,10943,46,,15,0.0
1805,10944,11,,5,
1806,10944,44,,18,
1807,10944,56,,18,0.0
1808,10945,13,,20,0.0
1809,10945,31,12.5,10,0.0
1810,10946,10,,25,0.0
1811,10946,24,4.5,25,0.0
1812,10946,77,,40,0.0
1813,10947,59,,4,0.0
1814,10948,50,,9,0.0
1815,10948,51,,40,0.0
1816,10948,55,,4,0.0
1817,10949,6,,12,0.0
1818,10949,10,,30,0.0
1819,10949,17,,6,0.0
1820,10949,62,,60,0.0
1821,10950,4,,5,0.0
1822,10951,33,2.5,15,
1823,10951,41,,6,
1824,10951,75,,50,
1825,10952,6,,16,
1826,10952,28,,2,0.0
1827,10953,20,,50,
1828,10953,31,12.5,50,
1829,10954,16,,28,
1830,10954,31,12.5,25,
1831,10954,45,9.5,30,0.0
1832,10954,60,,24,
1833,10955,75,,12,
1834,10956,21,,12,0.0
1835,10956,47,9.5,14,0.0
1836,10956,51,,8,0.0
1837,10957,30,,30,0.0
1838,10957,35,,40,0.0
1839,10957,64,,8,0.0
1840,10958,5,,20,0.0
1841,10958,7,,6,0.0
1842,10958,72,,5,0.0
1843,10959,75,,20,
1844,10960,24,4.5,10,
1845,10960,41,,24,0.0
1846,10961,52,,6,
1847,10961,76,,60,0.0
1848,10962,7,,45,0.0
1849,10962,13,,77,0.0
1850,10962,53,,20,0.0
1851,10962,69,,9,0.0
1852,10962,76,,44,0.0
1853,10963,60,,2,
1854,10964,18,,6,0.0
1855,10964,38,,5,0.0
1856,10964,69,,10,0.0
1857,10965,51,,16,0.0
1858,10966,37,,8,0.0
1859,10966,56,,12,
1860,10966,62,,12,
1861,10967,19,9.2,12,0.0
1862,10967,49,,40,0.0
1863,10968,12,,30,0.0
1864,10968,24,4.5,30,0.0
1865,10968,64,,4,0.0
1866,10969,46,,9,0.0
1867,10970,52,,40,
1868,10971,29,,14,0.0
1869,10972,17,,6,0.0
1870,10972,33,2.5,7,0.0
1871,10973,26,,5,0.0
1872,10973,41,,6,0.0
1873,10973,75,,10,0.0
1874,10974,63,,10,0.0
1875,10975,8,,16,0.0
1876,10975,75,,10,0.0
1877,10976,28,,20,0.0
1878,10977,39,,30,0.0
1879,10977,47,9.5,30,0.0
1880,10977,51,,10,0.0
1881,10977,63,,20,0.0
1882,10978,8,,20,
1883,10978,21,,40,
1884,10978,40,18.4,10,0.0
1885,10978,44,,6,
1886,10979,7,,18,0.0
1887,10979,12,,20,0.0
1888,10979,24,4.5,80,0.0
1889,10979,27,,30,0.0
1890,10979,31,12.5,24,0.0
1891,10979,63,,35,0.0
1892,10980,75,,40,
1893,10981,38,,60,0.0
1894,10982,7,,20,0.0
1895,10982,43,,9,0.0
1896,10983,13,,84,
1897,10983,57,19.5,15,0.0
1898,10984,16,,55,0.0
1899,10984,24,4.5,20,0.0
1900,10984,36,,40,0.0
1901,10985,16,,36,
1902,10985,18,,8,
1903,10985,32,,35,
1904,10986,11,,30,0.0
1905,10986,20,,15,0.0
1906,10986,76,,10,0.0
1907,10986,77,,15,0.0
1908,10987,7,,60,0.0
1909,10987,43,,6,0.0
1910,10987,72,,20,0.0
1911,10988,7,,60,0.0
1912,10988,62,,40,
1913,10989,6,,40,0.0
1914,10989,11,,15,0.0
1915,10989,41,,4,0.0
1916,10990,21,,65,0.0
1917,10990,34,,60,
1918,10990,55,,65,
1919,10990,61,28.5,66,
1920,10991,2,,50,
1921,10991,70,,20,
1922,10991,76,,90,
1923,10992,72,,2,0.0
1924,10993,29,,50,
1925,10993,41,,35,
1926,10994,59,,18,
1927,10995,51,,20,0.0
1928,10995,60,,4,0.0
1929,10996,42,,40,0.0
1930,10997,32,,50,0.0
1931,10997,46,,20,
1932,10997,52,,20,
1933,10998,24,4.5,12,0.0
1934,10998,61,28.5,7,0.0
1935,10998,74,,20,0.0
1936,10998,75,,30,0.0
1937,10999,41,,20,
1938,10999,51,,15,
1939,10999,77,,21,
1940,11000,4,,25,
1941,11000,24,4.5,30,
1942,11000,77,,30,0.0
1943,11001,7,,60,0.0
1944,11001,22,,25,0.0
